ID,City,Group_size,Age,TOM,BUMO,BUMO_Previous,MostFavourite,Gender,Age_Group_2,Occupation,Occupation_Group,Year,Needstates,Daypart,NeedstateGroup,Brand,Spontaneous,Trial,P3M,P1M,Comprehension,Brand_Likability,Weekly,Daily,Segmentation,NPS_P3M,NPS_P3M_Group,Awareness,Attribute,BrandImage,Visit,Spending,PPA
134333,Hải Phòng,3.0,18.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,3.0,147.0,49.0
134367,Hải Phòng,4.0,28.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,2.0,78.0,39.0
134370,Hải Phòng,3.0,28.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,2.0,60.0,30.0
134476,Hồ Chí Minh,4.0,23.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Male,20 - 24 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,4.0,120.0,30.0
134567,Hải Phòng,4.0,43.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,40 - 44 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,4.0,180.0,45.0
134577,Hải Phòng,4.0,26.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,8.0,320.0,40.0
134578,Hải Phòng,2.0,35.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Male,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,4.0,160.0,40.0
134825,Đà Nẵng,4.0,16.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good music,Highlands Coffee,6.0,210.0,35.0
134867,Hải Phòng,3.0,35.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,2.0,80.0,40.0
134899,Hải Phòng,2.0,25.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Housewife,None Working,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,4.0,276.0,69.0
134920,Hải Phòng,4.0,40.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,40 - 44 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Recommended by others,Highlands Coffee,8.0,400.0,50.0
134921,Hải Phòng,3.0,20.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,20 - 24 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,2.0,100.0,50.0
135097,Hồ Chí Minh,3.0,40.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,40 - 44 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,3.0,87.0,29.0
136389,Đà Nẵng,2.0,47.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,45+ y.o.,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",White Collar,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good music,Highlands Coffee,5.0,300.0,60.0
137868,Hồ Chí Minh,4.0,43.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Male,40 - 44 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Highlands Coffee,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,20.0,700.0,35.0
138118,Hồ Chí Minh,3.0,26.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Convenient location,Highlands Coffee,4.0,140.0,35.0
138120,Hồ Chí Minh,3.0,39.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Male,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Convenient location,Highlands Coffee,8.0,288.0,36.0
138162,Đà Nẵng,4.0,31.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Male,30 - 34 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Good music,Highlands Coffee,4.0,32.0,8.0
138187,Đà Nẵng,3.0,29.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Convenient location,Highlands Coffee,4.0,156.0,39.0
138352,Đà Nẵng,4.0,39.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),7.0,Detractive,Highlands Coffee,Feel I belong here,Highlands Coffee,4.0,120.0,30.0
138409,Đà Nẵng,2.0,33.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,30 - 34 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Highlands Coffee,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Good tea taste,Highlands Coffee,30.0,1770.0,59.0
138542,Đà Nẵng,2.0,17.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2017,Drinking tea,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Good tea taste,Highlands Coffee,2.0,110.0,55.0
138543,Đà Nẵng,3.0,22.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Male,20 - 24 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Good music,Highlands Coffee,6.0,234.0,39.0
138708,Hải Phòng,6.0,24.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,20 - 24 y.o.,Officer - Staff level,White Collar,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,4.0,200.0,50.0
138725,Đà Nẵng,3.0,38.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Feel I belong here,Highlands Coffee,8.0,320.0,40.0
138804,Hải Phòng,4.0,28.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Lecturer / Teacher,White Collar,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Delicious food,Highlands Coffee,4.0,200.0,50.0
139080,Đà Nẵng,4.0,17.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),3.0,Detractive,Highlands Coffee,Good music,Highlands Coffee,2.0,98.0,49.0
139160,Đà Nẵng,2.0,32.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,30 - 34 y.o.,Lecturer / Teacher,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Feel I belong here,Highlands Coffee,4.0,200.0,50.0
139227,Đà Nẵng,6.0,23.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Male,20 - 24 y.o.,Lecturer / Teacher,White Collar,2017,Drinking tea,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Good music,Highlands Coffee,4.0,196.0,49.0
141143,Hồ Chí Minh,4.0,45.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,45+ y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Good tea taste,Highlands Coffee,4.0,60.0,15.0
141299,Hồ Chí Minh,4.0,28.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Male,25 - 29 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Convenient location,Highlands Coffee,10.0,500.0,50.0
97473,Hà Nội,5.0,16.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,2.0,120.0,60.0
97476,Hà Nội,5.0,42.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,40 - 44 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,2.0,60.0,30.0
97497,Hà Nội,2.0,25.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2017,Drinking ice-blended,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,2.0,200.0,100.0
103026,Hà Nội,4.0,20.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2017,Drinking ice-blended,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,4.0,200.0,50.0
103030,Hà Nội,4.0,31.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Male,30 - 34 y.o.,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,2.0,60.0,30.0
104631,Hà Nội,4.0,40.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,40 - 44 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,3.0,195.0,65.0
108153,Hà Nội,5.0,26.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Housewife,None Working,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,2.0,80.0,40.0
109162,Hà Nội,2.0,33.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2017,Drinking ice-blended,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,4.0,280.0,70.0
109224,Hà Nội,4.0,38.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,35 - 39 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,2.0,120.0,60.0
